name,in_city,independent,current_title_verbatim,current_institution,moved_to_city,evidence_url,retrieved,confidence,notes
Markus Rickert 0001,no,yes,"Full Professor, Multimodal Intelligent Interaction (title per ORCID self-report; exact German chair name not independently confirmed)","University of Bamberg, Faculty of Information Systems and Applied Computer Sciences (WIAI)",Bamberg,https://www.uni-bamberg.de/en/wiai/,2026-08-06,high,"DBLP's 'TU Munich' is stale, lagging 2024-2025 co-authored papers with Alois Knoll. ORCID 0000-0001-6264-0888 shows: TUM PhD/Research Assistant 2004-2010; fortiss Research/Deputy/Head of Robotics & ML 2010-2021; TUM Research Associate in Knoll's AIR chair 2021-2023; Full Professor at Uni Bamberg since Sept 2023. Corroborated by a Uni Bamberg WIAI events page listing his Antrittsvorlesung (inaugural lecture) for 16 June 2026, consistent with a 2023 appointment. Not on TUM AIR chair's current people page."
Dirk Wollherr,yes,no,PD Dr.-Ing. habil.,"TU Munich, Chair of Automatic Control Engineering (Lehrstuhl für Steuerungs- und Regelungstechnik, LSR), within Prof. Martin Buss's chair",,https://www.ce.cit.tum.de/lsr/team/dozenten/dirk-wollherr/,2026-08-06,high,"Confirmed via TUM LSR team roster/personal profile: senior researcher and lecturer since 2005, Privatdozent since 2013 (habilitation). Explicitly framed as staff within Buss's chair, not an independent group leader; no own lab, funding, or independent PhD supervision found. Research areas: mobile robotics/SLAM, HRI, autonomous vehicles."
Pengyuan Wang 0002,no,no,"Ph.D. student (TUM CAMP directory marks status as 'Inactive - the user is not active anymore'; no current post-departure title found)","Formerly Technical University of Munich, Chair for Computer Aided Medical Procedures & Augmented Reality (CAMP), advisor group of Prof. Nassir Navab / Benjamin Busam; current employer unknown",,https://www.cs.cit.tum.de/en/camp/members/pengyuan-wang/,2026-08-06,medium,"Disambiguated via ORCID 0000-0002-6444-1257 as the CV/robotics 'Wang 0002' (6D pose estimation, HouseCat6D, PhoCaL, DemoGrasp). TUM's own CAMP directory flags him inactive/departed; last DBLP paper 2024. Never independent (PhD student only). Google Scholar still shows stale TUM affiliation; a LinkedIn snippet hinted at 'Munich' but the profile was login-walled and unverifiable, so moved_to_city left blank rather than guessed."
Tassilo Klein,no,no,"Director of ML Research / Principal Scientist, SAP AI (SAP AI CTO Office)","SAP SE, SAP AI CTO Office",Berlin,https://tjklein.github.io,2026-08-06,medium,"His personal site verbatim lists PhD (2012) from TU Munich only as a past credential, not a current post. Current DBLP papers (2025-2026: SALT-KG, Contrastive Perplexity, tabular foundation models) match enterprise-AI work at SAP, not TUM. Industry role, not academic; Berlin location corroborated by GitHub bio and TheOrg.com but not a primary SAP source, hence medium confidence on exact city."
Qing Cheng 0001,yes,no,PhD Student,"Technical University of Munich, Chair for Computer Vision & Artificial Intelligence (Informatics 9), TUM School of Computation, Information and Technology (Prof. Daniel Cremers)",,https://cvg.cit.tum.de/members/cheq,2026-08-06,high,"Confirmed via TUM CVG members page: currently an active PhD student, having previously worked ~4 years as a CV/AI engineer at Artisense GmbH (a TUM CVG spinoff) before starting his doctorate in 2023. Not independent; DBLP's Artisense affiliation reflects the prior employer, not the current post."
Hao Shen 0002,yes,no,"Dr. (no further title found; listed only as contact person for fortiss's Machine Learning field of competence)","fortiss GmbH (Bavarian state-owned applied research institute), Machine Learning field of competence, Munich",,https://www.fortiss.org/en/research/fields-of-competence/detail/machine-learning,2026-08-06,medium,"DBLP pid 26/2210-2 lists dual fortiss + TU Munich affiliation, but TUM's professor directory has no entry for him and fortiss's own Institute Management & Research Fellows page (which lists TUM professors holding joint fortiss appointments, e.g. Diepold, Beetz, Broy) omits him -- no joint TUM professorship found. No 'group leader' title found. ORCID 0000-0003-0091-4155 shows only one stale historical TUM employment entry (Dec 2008, no end date). Treated as fortiss-only industry researcher per project rules; absence-of-evidence across two directories is fairly strong but not fully conclusive."
Nan Yang 0007,no,no,Research Scientist,Meta Reality Labs Research (Meta Platforms Inc.),unspecified (Meta Reality Labs Research; exact office city not stated in sources found),https://nan-yang.me,2026-08-06,high,"DBLP pid 51/1629-7 confirmed via topic match (D3VO, MonoRec, TANDEM -- SLAM/visual odometry work from Daniel Cremers' TUM Computer Vision Group). TUM CVG alumni page lists him as departed PhD student (- 03/2022) to 'Facebook'. Personal site (updated July 2026) and Google Scholar (fb.com email) both currently show 'Research Scientist, Reality Labs Research' at Meta. No longer TUM/Munich-affiliated; not independent."
Jia Chen 0003,yes,yes,"Prof. Dr. Jia Chen, Rudolf Mößbauer Tenure Track Professor, Chair of Environmental Sensing and Modeling","Technical University of Munich (TUM), TUM School of Computation, Information and Technology (CIT) / Dept. of Civil, Geo and Environmental Engineering",,https://www.professoren.tum.de/en/chen-jia/,2026-08-06,high,"Likely a NAME COLLISION rather than a single person's affiliation change: the TUM-directory Prof. Jia Chen (environmental sensing, own chair/funding/PhD students since 2015, ex-Harvard postdoc) works in atmospheric/environmental sensing, whereas DBLP pid 99/6879-3 ('Tsinghua University') has 2020-2026 papers in legal-AI/IR/LLMs (AAAI, EMNLP, SIGIR) -- an unrelated field. Reporting on the TUM-directory Prof. Jia Chen as the Munich-relevant independent PI; the DBLP 'current affiliation' string likely belongs to a different Jia Chen at Tsinghua."
Peter Kocsis 0001,yes,no,Ph.D Candidate,"Technical University of Munich (TUM), Visual Computing & Artificial Intelligence Group, Chair of Prof. Matthias Nießner (Garching/Munich campus)",,https://niessnerlab.org/members/peter_kocsis/profile.html,2026-08-06,high,"DBLP's 4 papers are all co-authored with Matthias Nießner. Confirmed via the Nießner lab team page (listed under 'PhD Students') and his individual profile page (title 'Ph.D Candidate'). Still a doctoral student, not an independent PI."
Tong Liu 0019,yes,no,Research Assistant,"LMU Munich, Department of Informatics, Chair of Multimodal and Agentic AI (Prof. Volker Tresp)",,https://www.ifi.lmu.de/dbs/en/persons/contact-page/tong-liu-4b539aba.html,2026-08-06,high,"Disambiguated as DBLP pid 36/5558-19 via topic match (AI/ML papers at ACL/EMNLP co-authored with Volker Tresp and Jindong Gu), distinct from ~40 other 'Tong Liu' DBLP entries. LMU's DBS/Multimodal and Agentic AI group directory lists him as 'Research Assistant' (doctoral researcher) under Prof. Tresp's chair. MCML affiliation correctly treated as non-employer per project rules; substantive post is LMU Informatics, not independent."
Birgit Vogel-Heuser,yes,yes,"Universitätsprofessorin (Ordinaria) für Automatisierung und Informationssysteme","TUM School of Engineering and Design, Chair of Automation and Information Systems, Garching campus",,https://www.professoren.tum.de/en/vogel-heuser-birgit,2026-08-06,high,"Chair holder since 2009 (confirmed via TUM official page and German Wikipedia); DBLP shows continuous publications through 2026 under TUM affiliation; unambiguous senior full professor, matches DBLP string exactly."
Robert Müller 0005,yes,no,"Not confirmed verbatim (likely doctoral/postdoctoral researcher, exact title unavailable)","LMU Munich, Institute of Informatics — inferred: Chair of Mobile and Distributed Systems (Prof. Claudia Linnhoff-Popien)",,https://dblp.uni-trier.de/pid/84/2636-5,2026-08-06,medium,"DBLP affiliation confirmed as LMU Munich; 29 papers 2020-2025 in quantum computing/multi-agent RL, consistently co-authored with Prof. Claudia Linnhoff-Popien and her known PhD students (Michael Kölle, Jonas Stein, Thomy Phan), strongly indicating a doctoral/early-career researcher inside her group rather than an independent PI. Could not directly verify exact current title/status: the group's own site (mobile.ifi.lmu.de) has an expired SSL certificate and no alternate staff page was found. No evidence of own lab, funding, or PhD students."
Hong Joo Lee 0001,yes,no,"Dr. (listed as ""Affiliated Scientist"")","TUM School of Computation, Information and Technology, Chair for Computer Aided Medical Procedures & Augmented Reality (CAMP, Prof. Nassir Navab)",,https://www.cs.cit.tum.de/camp/members/,2026-08-06,high,"DBLP shows move from KAIST (former) to TUM (current); CAMP chair members page confirms him as ""Lee, Hong Joo; Dr."" under Affiliated Scientists category (postdoc-level, holds a doctorate already). Frequent co-author of chair holder Nassir Navab and Seong Tae Kim — clearly inside Navab's chair, not an independent PI."
Thomas Decker 0004,yes,no,"Not confirmed verbatim (industrial PhD candidate, exact title unavailable)","Siemens AG, Munich (Technology); secondary academic affiliation LMU Munich, Chair of Prof. Volker Tresp (Database Systems and Data Mining)",,https://dblp.uni-trier.de/pid/351/4532,2026-08-06,medium,"DBLP lists dual affiliation ""Siemens AG, Munich"" + ""LMU Munich""; all papers 2023-2026 co-authored with Volker Tresp (LMU professor) and/or Florian Buettner, consistent with an industry-based (Siemens-employed) doctoral student supervised academically at LMU. No personal homepage found to confirm exact title or PhD completion status. Primary employer is industry (Siemens); academic tie is doctoral supervision, not an independent post."
Simon Burton 0001,yes,no,"Not directly confirmed this session; publicly associated with leading the ""Assurance of AI Systems"" research area","Fraunhofer Institute for Cognitive Systems (IKS), Munich",,https://dblp.uni-trier.de/pid/84/4020-1,2026-08-06,low,"DBLP confirms Fraunhofer IKS Munich affiliation with active publications through 2026 (safety assurance for AI/autonomous systems). Could not access Fraunhofer IKS staff/team pages this session (repeated 404s) to confirm his exact verbatim title. No evidence found of a university chair or professorship. Per project rule DE, a Fraunhofer department/research-area head without a university chair or doctoral-supervision role does not count as an independent PI — applied here on that basis, but title itself is unverified (low confidence on the title/notes, not on the institution)."
Dominik Klein 0005,yes,no,"PhD candidate","Helmholtz Munich, Institute of Computational Biology, Theis Lab (Prof. Fabian J. Theis)",,https://www.helmholtz-munich.de/en/icb/research-groups/theis-lab,2026-08-06,high,"Confirmed via official Theis Lab team page, which lists him as ""PhD candidate."" DBLP shows consistent co-authorship with lab head Fabian J. Theis since 2021 (ICLR 2024, NeurIPS 2024, single-cell genomics/optimal transport). Team page does not separate current members from alumni, but no indication he has left; not an independent PI."
Jonathan Harrington,yes,yes,"Professor of Phonetics and Speech Processing; Institute Director","LMU Munich, Institute of Phonetics and Speech Processing (IPS)",,https://www.sprachlit.lmu.de/ips/en/persons/contact-page/jonathan-harrington-7888d728.html,2026-08-06,high,"This is the same, senior Jonathan Harrington — the DBLP-listed papers (INTERSPEECH, Journal of Phonetics, Phonetica, Speech Communication) are genuinely his phonetics/speech work, appearing in AI-adjacent venues (INTERSPEECH) as the task hinted. Official LMU page confirms he joined IPS in Oct 2006 and is currently active Institute Director, not emeritus/retired; active projects listed through 2028. Clearly an independent PI (institute director)."
Michael Schmidt 0015,yes,no,"Not found (industry researcher; no academic title on DBLP)","BMW Group, Munich (autonomous driving / computer vision research)",,https://dblp.uni-trier.de/pid/48/3452-15,2026-08-06,medium,"Only affiliation on DBLP is BMW Group, Munich, with no secondary academic affiliation. Papers (2022-2025) co-authored with TUM professors (Nassir Navab, Federico Tombari, Alois Knoll) reflect standard BMW-TUM industry collaboration, not an academic post for Schmidt himself. Industry-only position — excluded per project rules regardless of Munich location. No personal homepage found."
Junnan Li 0008,yes,no,"Research Associate (M.Sc.)","TUM, Munich Institute of Robotics and Machine Intelligence (MIRMI), Garching campus",,https://www.mirmi.tum.de/en/mirmi/people/scientific-staff/,2026-08-06,high,"Confirmed via official MIRMI Scientific Staff directory, listed as ""Research Associate,"" credential ""M.Sc."" (not yet a doctorate) — standard designation for a doctoral student in the German system. Specific supervising PI within MIRMI not identified. Clearly not an independent PI."
Ahmed Frikha 0002,yes,no,"Researcher (exact title not listed); PhD 2022, LMU Munich","Huawei Munich Research Center, Germany",,https://dblp.uni-trier.de/pid/04/7448-2,2026-08-06,high,"DBLP profile shows PhD completed 2022 at LMU Munich (advised in Volker Tresp's group, per thesis title ""Deep knowledge transfer for generalization across tasks and domains under data scarcity"" and co-authorship pattern with Tresp/Krompass), followed by move to Huawei Munich Research Center as industry researcher (2023-2025 papers on LLM privacy/federated learning). Current post is industry-only — excluded per project rules regardless of Munich location."
Virginia Estellers,no,no,Applied Scientist (Microsoft CMD Lab),Microsoft (CMD Lab),unknown (industry - Microsoft; exact office city unconfirmed),https://scholar.google.com/citations?user=MR3fFXoAAAAJ&hl=en,2026-08-06,medium,"DBLP's ""TU Munich"" tag reflects a past postdoc in the TUM Computer Vision Group (Prof. Daniel Cremers, Informatics 9); earlier stints at EPFL and UCLA Vision Lab are even older. Google Scholar profile now lists Microsoft as her affiliation; a LinkedIn snippet says ""Applied scientist at Microsoft CMD Lab""; TUM CVG's members page does not list her among current members and points to her personal site instead. DBLP record is stale."
Yvain Quéau,no,yes,CNRS research scientist (Chargé de recherche),"GREYC laboratory (CNRS / Université de Caen Normandie / ENSICAEN), Image team","Caen, France",http://yqueau.github.io,2026-08-06,high,"DBLP's ""TU Munich"" affiliation reflects a past postdoc in Daniel Cremers' group at TUM. He later was associate professor at LabISEN Brest, and per his personal homepage is now a permanent CNRS research scientist at GREYC in Caen. DBLP record is stale."
Aleksandra Franz,no,no,"Former PhD candidate (dissertation ""Volumetric Flow Reconstruction with Differentiable Physics and Self-Supervision,"" dated 2026, TUM)","Last known: Chair for Physics-based Simulation (Thuerey group), TUM Informatics; post-PhD employer unconfirmed",unknown,https://ge.in.tum.de/about/,2026-08-06,low,"DBLP lists a 2026 PhD dissertation at TUM. The Thuerey group's own site (ge.in.tum.de) lists her under ""Alumni and Collaborators – Former PhD candidate,"" indicating she has left the group, but no successor position (postdoc/industry) could be found within search budget. Even if still nominally in Munich, a just-finished PhD candidate would not count as independent."
Haowei Zhang 0002,no,no,"MS student (2025–present, Fudan University); previously undergraduate/master's student at TUM (2021–2024)","Fudan University, Shanghai, China","Shanghai, China",https://openreview.net/profile?id=~Haowei_Zhang3,2026-08-06,high,"DBLP's TUM affiliation reflects his earlier M.Sc. in Robotics, Cognition, Intelligence at TUM's School of CIT (2021–2024), confirmed by his personal GitHub CV and an OpenReview profile snippet. He is now an MS student at Fudan University since 2025. Never independent, no longer in Munich. Co-authorships with Volker Tresp's LMU group appear to be from a TUM-era collaboration, not a current LMU post."
Wei Zhang 0334,no,no,Research Associate / PhD candidate in Photogrammetry (under Prof. Norbert Haala),"Institute for Photogrammetry, University of Stuttgart","Stuttgart, Germany",https://willyzw.github.io/,2026-08-06,high,"His personal homepage states he was a ""PhD Researcher at Huawei Munich Research Center (2020–2024)"" (past tense) and has been a Research Associate/PhD candidate at Stuttgart's Institute for Photogrammetry since 2024. DBLP's Huawei-Munich-first-listed affiliation is stale; his Huawei Munich role has ended and he is not independent."
Axel von Arnim,no,no,Head of Neuromorphic Edge AI (Head of the Neuromorphic Computing Department),"fortiss – Research Institute of the Free State of Bavaria, Munich",,https://www.fortiss.org/en/research/results/scientific-publications/author/axel-von-arnim,2026-08-06,medium,"fortiss is explicitly classified per project rules as an industry/applied-research institute, not an academic Munich institution, regardless of its physical Munich location. No evidence found of any university professorship or academic appointment for him elsewhere (only project-handover collaboration mentions with TUM/LMU). Role is departmental head at fortiss, industry-only."
Alexander Gebhard 0001,yes,no,Researcher (M.Sc.),"Chair of Health Informatics (Prof. Björn Schuller), Klinikum rechts der Isar, Technical University of Munich; secondary: Chair of Embedded Intelligence for Health Care and Wellbeing, Universität Augsburg",,http://kiinformatik.mri.tum.de/en/hichair-health-informatics/chi-team,2026-08-06,medium,"Listed as ""Researcher"" (M.Sc.) on the TUM Chair of Health Informatics team page (Prof. Schuller's chair, based at Klinikum rechts der Isar in Munich). Consistent 2023–2026 co-authorship pattern with Schuller's group (both TUM and Augsburg papers). No own lab page, own funding, or own PhD students found — appears to be staff/doctoral researcher within Schuller's chair, not independent."
Liqiu Meng,yes,yes,Prof. Dr.-Ing. Liqiu Meng — Chair of Cartography,"Lehrstuhl für Kartographie (Chair of Cartography), TUM School of Engineering and Design, Technical University of Munich",,https://www.asg.ed.tum.de/en/lfk/team/members/liqiu-meng/,2026-08-06,high,"Active chair holder as of retrieval: TUM chair page lists her first with current contact details, current course listings (Introduction to Cartography, Topographic Cartography I/II), and publications continuing into 2026 (spatial crowdsourcing framework, GeoAI ethics). No emeritus/retired language found anywhere. Confirmed still active and independent, not stale."
Uwe Stilla,no,no,"Univ.-Prof. i.R. Dr.-Ing. (retired March 2023; deceased May 10, 2023)","Formerly Chair of Photogrammetry and Remote Sensing, TUM (position no longer held by him)",,https://www.asg.ed.tum.de/en/pf/obituary-stilla/,2026-08-06,high,"TUM School of Engineering obituary confirms he led the Chair of Photogrammetry and Remote Sensing from 2004 until retiring in March 2023, and died on 10 May 2023 at age 66 after a prolonged illness. DBLP's plain ""Technical University Munich"" affiliation is several years stale and does not reflect his retirement/death. Clearly not a current position holder."
Hang Li 0010,no,no,Research Scientist,"Meta AI, London, UK","London, United Kingdom",https://hangligit.github.io,2026-08-06,high,"Personal homepage states he completed a PhD in Computer Science at LMU Munich under Prof. Volker Tresp (affiliated with MCML and Siemens AG — matching DBLP's secondary Siemens listing) and an M.Sc. at TUM, and is now a Research Scientist at Meta AI in London working on generative AI. DBLP's LMU/Siemens affiliation reflects his PhD era and is stale; he is not listed on LMU DBS's current personnel page."
Julio Rogelio Guadarrama-Olvera,yes,no,Dr.-Ing. — postdoctoral researcher and leader of the humanoid robotics group,"Chair for Cognitive Systems (Prof. Gordon Cheng), Department of Electrical and Computer Engineering, Technical University of Munich",,https://www.ce.cit.tum.de/en/ics/people/guadarrama/,2026-08-06,high,"Official TUM ICS bio explicitly states he ""joined ICS as a postdoctoral researcher and leader of the humanoid robotics group"" within Prof. Gordon Cheng's chair — i.e., a sub-team lead inside someone else's chair (per project rules, this is EXCLUDE, not an independent PI: no evidence of own funding/own chair). Actively publishing through 2025 (Humanoids, IROS, journal articles), so current and in Munich, but not independent."
