name,title_verbatim,group_or_dept,other_affiliations,personal_url,evidence_url,notes
René Hägerling,"Head of research group (title not printed on directory listing)","Lymphovascular Medicine and Translational 3D-Histopathology (Center of Immunomics)","BIH at Charité",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Johannes Hartl,"Head of research group (title not printed on directory listing)","Systems Biology and Systems Medicine of Metabolism / Systembiologie und Systemmedizin des Stoffwechsels (Center of Genomic Medicine)","BIH at Charité",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Daniel Ibrahim,"Head of research group (title not printed on directory listing)","Synthetic Regulatory Genomics (BCRT)","BCRT (joint Charité/BIH centre)",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Christof von Kalle,"Head of research group (title not printed on directory listing)","Clinical Translational Sciences Group / Klinisch-Translationale Wissenschaften (Clinical Study Center)","Charité - Universitätsmedizin Berlin (Clinical Study Center is a joint BIH/Charité unit)",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Martin Kircher,"professor for regulatory genomics at the University of Lübeck and the University Hospital Schleswig-Holstein; BIH Fellow","Computational Genome Biology (Center of Genomic Medicine)","University of Lübeck; University Hospital Schleswig-Holstein",,https://www.bihealth.org/en/research/research-group/kircher-lab-computational-genome-biology,"confidence=high. GEOGRAPHY WARNING: primary post is in Lübeck since 2022, not Berlin; he holds a BIH Fellow position and the Berlin site of the group is co-led by Dr. Max Schubach. Should probably not be counted as a Berlin-located PI."
Max Schubach,"Co-lead of the Berlin site of the Computational Genome Biology group","Computational Genome Biology (Center of Genomic Medicine)","BIH at Charité",,https://www.bihealth.org/en/research/research-group/kircher-lab-computational-genome-biology,"confidence=low. Only evidence is the sentence on the Kircher group page that the group is 'co-led at the Berlin site by Dr. Max Schubach'; independence of the position not established."
Kirsten Kübler,"Head of research group (title not printed on directory listing)","Early Cancer Development and Prevention / Frühe Krebsentwicklung und Krebsprävention (Center of Genomic Medicine)","BIH at Charité",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Miriam Kip,"Head of research group (title not printed on directory listing)","Incentives and Responsible Research Assessment (QUEST Center)","BIH QUEST Center",,https://www.bihealth.org/en/quest/teams/team/research-group-kip,"confidence=low. Group page not fetched; verbatim title not captured."
Claudia Langenberg,"Prof. (no further title printed on group page)","Computational Medicine (Center of Digital Health)","Charité - Universitätsmedizin Berlin; Berlin Institute of Health at Charité - co-head of BIH section 'Medical and Health Data Sciences' (with Roland Eils)",,https://www.bihealth.org/en/research/research-group/computational-medicine,"confidence=high. Site: BIH Digital Health Center, Rahel Hirsch Center for Translational Medicine, Luisenstr. 65, 10117 Berlin. Section co-headship from Charité organigram July 2026."
Irina Lehmann,"Head of research group (title not printed on directory listing)","Molecular Epidemiology / Molekulare Epidemiologie (Center of Digital Health)","BIH at Charité",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Sophie Van Linthout,"Head of research group (title not printed on directory listing)","Translational Immunocardiology (BCRT)","BCRT (joint Charité/BIH centre)",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Leif Ludwig,"Prof. Dr. Dr. Leif S. Ludwig (MDC listing)","Stem Cell Dynamics & Mitochondrial Genomics / Stammzelldynamiken und Mitochondriale Genomik (Center of Genomic Medicine)","Max Delbrück Center - Ludwig Lab, MDC-BIMSB faculty group; Charité - Universitätsmedizin Berlin",,https://www.bihealth.org/en/research/research-groups,"confidence=medium. JOINT BIH/MDC appointment; MDC-BIMSB faculty (Hannoversche Str. 28, Berlin-Mitte)."
Sören Lukassen,"Head of research group (no formal title printed on group page)","Medical Omics (Center of Digital Health)","BIH at Charité; leads the Medical Omics working group inside Roland Eils' Digital Health department",,https://www.bihealth.org/en/research/research-group/medical-omics,"confidence=medium. Site: BIH at Charité Center for Digital Health, Kapelle-Ufer 2, 10117 Berlin. Group described as providing AI-driven tools for large biomedical datasets."
Vince Istvan Madai,"Dr. med.; Head of research group","Responsible Algorithms / Verantwortungsvolle Algorithmen (QUEST Center)","Charité - Universitätsmedizin Berlin (email domain bih-charite.de)",,https://www.bihealth.org/en/quest/teams/team/research-group-madai,"confidence=high on title; no street address printed on group page."
Sarah McCann,"Head of research group (title not printed on directory listing)","Preclinical Systematic Reviews and Meta-Analyses / Präklinische Systematische Reviews und Metaanalysen (QUEST Center)","BIH QUEST Center",,https://www.bihealth.org/en/quest/teams/team/research-group-mccann,"confidence=low. Group page not fetched; verbatim title not captured."
Christian Meisel,"Prof. PD","Computational Neurology / Computationale Neurologie (Center of Health Data Sciences)","Charité - Universitätsmedizin Berlin",,https://www.bihealth.org/en/research/research-group/computational-neurology,"confidence=high. Site: Bonhoefferweg 3, 10117 Berlin (Campus Charité Mitte)."
Il-Kang Na,"Head of research group (title not printed on directory listing)","Functional Immuno-Oncology / Funktionelle Immunonkologie (BCRT)","BCRT (joint Charité/BIH centre); Charité - Universitätsmedizin Berlin",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Daniel Ortmann,"Head of research group (title not printed on directory listing)","Cellular Programming (BCRT)","BCRT (joint Charité/BIH centre)",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Ansgar Petersen,"Head of research group (title not printed on directory listing)","Architectured Biomedical Materials for Tissue Regeneration (BCRT)","BCRT (joint Charité/BIH centre); Julius Wolff Institute / Charité",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Maik Pietzner,"Prof. Dr.","Health Data Modelling (Center of Digital Health)","Charité - Universitätsmedizin Berlin",,https://www.bihealth.org/en/research/research-group/health-data-modelling,"confidence=high. Site: BIH Digital Health Center, Rahel Hirsch Center for Translational Medicine, Luisenstr. 65, 10117 Berlin."
Maija Poikela,"Prof. Dr.-Ing.","Health Data Privacy / Gesundheitsdatenschutz (Center of Health Data Sciences)","BIH at Charité; working group sits within Fabian Prasser's Medical Informatics group",,https://www.bihealth.org/en/research/research-group/prasser-lab-medical-informatics,"confidence=medium. Title taken verbatim from the Medical Informatics group page which lists her as associated working group leader."
Julia Polansky,"Head of research group; Prof. Dr. Julia Polansky-Biskup (organigram)","Immuno-Epigenetics (BCRT)","Berlin Institute of Health at Charité - co-head of BIH section 'Advanced and Personalized Therapies' (with Georg Duda); BCRT",,https://www.bihealth.org/en/research/research-groups,"confidence=medium. Name appears as 'Julia Polansky' in the BIH directory and 'Julia Polansky-Biskup' in the Charité organigram July 2026 - same person, name variant recorded."
Michael Potente,"Prof. Dr. Michael Potente, Group Leader, Angiogenesis & Metabolism Laboratory","Angiogenesis & Metabolism / Angiogenese & Metabolismus (Center of Vascular Biomedicine)","Max Delbrück Center - Potente Lab; Berlin Center for Translational Vascular Biomedicine; German Center for Cardiovascular Research (DZHK) Principal Investigator",,https://www.mdc-berlin.de/potente,"confidence=high. JOINT BIH/MDC appointment. Site: Käthe-Beutler-Haus, Lindenberger Weg 80, 13125 Berlin = MDC Campus Berlin-Buch, NOT Berlin-Mitte."
Fabian Prasser,"Prof. Dr. Fabian Prasser, FAMIA; Head of Medical Informatics Group","Medical Informatics / Medizininformatik (Center of Health Data Sciences)","BIH at Charité",,https://www.bihealth.org/en/research/research-group/prasser-lab-medical-informatics,"confidence=high. Site: postal Charitéplatz 1, 10117 Berlin; office Rahel-Hirsch-Center, Luisenstr. 65 - Campus Charité Mitte. Distinct person from Felix Balzer's Charité Institute of Medical Informatics."
Petra Ritter,"BIH Johanna Quandt Professor for Brain Simulation","Brain Simulation / Gehirnsimulation (Center of Health Data Sciences)","Charité - Universitätsmedizin Berlin",,https://www.bihealth.org/en/research/research-group/ritter-lab-brain-simulation,"confidence=high. Site: Campus Charité Mitte, Charitéplatz 1, 10117 Berlin. Named BIH Johanna Quandt professorship."
Peter N. Robinson,"Prof. Dr.; group listed as 'Medical Computer Science and Artificial Intelligence'","Medical Computer Science and Artificial Intelligence / Medizinische Informatik und Künstliche Intelligenz (Center of Health Data Sciences)","Charité - Universitätsmedizin Berlin; Jackson Laboratory (JAX) for Genomic Medicine; Monarch Initiative; Global Alliance for Genomics and Health",,https://www.bihealth.org/en/research/research-group/medical-computer-science-and-artificial-intelligence,"confidence=high. Site: BIH Rahel Hirsch Center for Translational Medicine, Luisenstraße 65, 10117 Berlin. Holds a continuing JAX (USA) affiliation - check for double counting outside Europe."
Ashley Sanders,"Head of research group (title not printed on directory listing)","Genome instability and somatic mosaicism / Genominstabilität und somatischer Mosaizismus (Center of Genomic Medicine)","Max Delbrück Center - Sanders Lab, MDC-BIMSB faculty group; Charité - Universitätsmedizin Berlin",,https://www.bihealth.org/en/research/research-groups,"confidence=medium. JOINT BIH/MDC appointment; MDC-BIMSB faculty (Hannoversche Str. 28, Berlin-Mitte)."
Leif Erik Sander,"Head of research group (co-led group); Prof. Dr. (Charité organigram)","Personalized Medicine in Infectious Diseases / Personalisierte Infektionsmedizin (BCRT)","Charité - Universitätsmedizin Berlin, Director of the Department of Infectious Diseases and Critical Care Medicine (CC12)",,https://www.bihealth.org/en/research/research-group/leif-erik-sander,"confidence=medium. Group is jointly led with Christian Gaebler - two rows written. Charité directorship evidenced by Charité organigram July 2026."
Christian Gaebler,"Head of research group (co-led group)","Personalized Medicine in Infectious Diseases / Personalisierte Infektionsmedizin (BCRT)","Charité - Universitätsmedizin Berlin",,https://www.bihealth.org/en/research/research-group/leif-erik-sander,"confidence=low. Named as co-leader on the BIH directory entry; verbatim title not captured."
Birgit Sawitzki,"Head of research group (title not printed on directory listing)","Translational Immunology / Translationale Immunologie (Center of Immunomics)","Charité - Universitätsmedizin Berlin",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Hendrik Schmidt,"Head of research group (title not printed on directory listing)","Spine Biomechanics / Biomechanik der Wirbelsäule (Julius Wolff Institute)","Julius Wolff Institute is a joint Charité/BIH institute",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Katharina Schmidt-Bleek,"Head of research group (title not printed on directory listing)","Bone Healing / Knochenheilung (Julius Wolff Institute)","Julius Wolff Institute is a joint Charité/BIH institute",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Michael Schmück-Henneresse,"Head of research group (title not printed on directory listing)","Experimental Immunotherapy / Experimentelle Immuntherapien (BCRT)","BCRT (joint Charité/BIH centre)",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Ute Scholl,"Prof. Dr. (organigram); head of research group","Hypertension and Molecular Biology of Endocrine Tumors / Hypertension und molekulare Biologie endokriner Tumore (Center of Genomic Medicine)","Berlin Institute of Health at Charité - co-head of BIH section 'Exploratory Diagnostic Sciences' (with Dominik Seelow)",,https://www.bihealth.org/en/research/research-groups,"confidence=medium. Section co-headship from Charité organigram July 2026."
Dominik Seelow,"Professor of Bioinformatics and Translational Genetics","Bioinformatics and Translational Genetics / Bioinformatik und translationale Genetik (Center of Genomic Medicine)","Charité - Universitätsmedizin Berlin; Berlin Institute of Health at Charité - co-head of BIH section 'Exploratory Diagnostic Sciences' (with Ute Scholl)",,https://www.bihealth.org/en/research/research-group/seelow-lab-bioinformatics-and-translational-genetics,"confidence=high. Site: postal Charitéplatz 1; office Charité Campus Mitte, Virchowweg 23, Raum 03 018."
Michael Sittinger,"Head of research group (title not printed on directory listing)","In situ Tissue Engineering (BCRT)","BCRT (joint Charité/BIH centre)",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Daniel Strech,"Head of research group (title not printed on directory listing)","Meta-Research and Translational Bioethics / Meta-Research und Translationale Bioethik (QUEST Center)","BIH QUEST Center; Charité - Universitätsmedizin Berlin",,https://www.bihealth.org/en/quest/teams/team/ag-strech,"confidence=low. Group page not fetched; verbatim title not captured."
Andreas Thiel,"Head of research group (title not printed on directory listing)","Regenerative Immunology and Aging / Regenerative Immunologie und Altern (BCRT)","BCRT (joint Charité/BIH centre); Charité - Universitätsmedizin Berlin",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Sylvia Thun,"Director of Digital Medicine and Interoperability","eHealth and Interoperability / Digitale Medizin und Interoperabilität (Center of Health Data Sciences)","BIH at Charité",,https://www.bihealth.org/en/research/research-groups/ehealth-and-interoperability/digital-medicine-and-interoperability,"confidence=high on title; no street address printed on group page."
Carsten Tschöpe,"Head of research group (title not printed on directory listing)","Immunocardiology / Immunokardiologie (BCRT)","BCRT (joint Charité/BIH centre); Charité - Universitätsmedizin Berlin / Deutsches Herzzentrum der Charité",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Ulf Tölch,"Head of research group (title not printed on directory listing)","Systemic Perspectives in Translational Biomedicine / Systemische Perspektiven in der translationalen Biomedizin (QUEST Center)","BIH QUEST Center",,https://www.bihealth.org/en/quest/teams/team/ag-toelch-projektteam-ausbildung-training-qualitaet-in-der-forschung,"confidence=low. Group page not fetched; verbatim title not captured."
Ludovic Vallier,"Head of research group (title not printed on directory listing)","Regenerative Hepatology / Regenerative Hepatologie (BCRT)","BCRT (joint Charité/BIH centre); Charité - Universitätsmedizin Berlin",,https://www.bihealth.org/en/research/research-groups,"confidence=low. Group page not fetched; verbatim title not captured."
Christopher Baum,"Prof. Dr.; Chief Translational Research Officer / Chair of the BIH Board of Directors","BIH Board of Directors / Direktorium Berlin Institute of Health at Charité","Charité - Universitätsmedizin Berlin Board of Directors",,https://www.charite.de/fileadmin/user_upload/portal/charite/organisation/download/organigramm/Organigram-english.pdf,"confidence=high on title (Charité organigram, July 2026). Leadership post rather than a research group; recorded because the contract includes directors."
Janine Altmüller,"Dr. med.; co-head of BIH section 'Translational Sciences and Applications' (listed as 'N.N. | Dr. Janine Altmüller')","BIH section Translational Sciences and Applications","Max Delbrück Center - head of the Genomics Technology Platform",,https://www.charite.de/fileadmin/user_upload/portal/charite/organisation/download/organigramm/Organigram-english.pdf,"confidence=medium. JOINT BIH/MDC appointment; also appears in the MDC technology-platform list. The section's other head slot is vacant (N.N.)."
Naveed Ishaque,"Leads the Computational Oncology working group within the BIH Digital Health department","Computational Oncology (Center of Digital Health, within Roland Eils' department)","BIH at Charité",,https://www.bihealth.org/en/research/research-group/eils-lab-bih-digital-health-center,"confidence=low. Named only as a working-group leader inside Eils' department; independence of the position not established."
Harald Wagener,"Leads the Health Data working group within the BIH Digital Health department (with Sven Twardziok and Dirk Meyer zum Büschenfelde)","Health Data (Center of Digital Health, within Roland Eils' department)","BIH at Charité",,https://www.bihealth.org/en/research/research-group/eils-lab-bih-digital-health-center,"confidence=low. Likely a data-infrastructure rather than research-PI role; recorded rather than dropped so the case stays visible."
Sven Twardziok,"Leads the Health Data working group within the BIH Digital Health department (with Harald Wagener and Dirk Meyer zum Büschenfelde)","Health Data (Center of Digital Health, within Roland Eils' department)","BIH at Charité",,https://www.bihealth.org/en/research/research-group/eils-lab-bih-digital-health-center,"confidence=low. Likely a data-infrastructure rather than research-PI role; recorded rather than dropped so the case stays visible."
Dirk Meyer zum Büschenfelde,"Leads the Health Data working group within the BIH Digital Health department (with Harald Wagener and Sven Twardziok)","Health Data (Center of Digital Health, within Roland Eils' department)","BIH at Charité",,https://www.bihealth.org/en/research/research-group/eils-lab-bih-digital-health-center,"confidence=low. Likely a data-infrastructure rather than research-PI role; recorded rather than dropped so the case stays visible."
