inst_id,country,name,title_verbatim,matched_rule,verdict,tier,group_or_dept,other_affiliations,personal_url,evidence_url,notes
de-bht,de,Katharina Afflerbach,Prof. Dr. Katharina Afflerbach,Prof,include,T1,Professorin (Betriebswirtschaftslehre / Personalmanagement); Fachbereich I – Wirtschafts- und Gesellschaftswissenschaften; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1733,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1733 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich I Personen list: Betriebswirtschaftslehre / Personalmanagement (https://www.bht-berlin.de/30)."
de-bht,de,Ivo Boblan,Prof. Dr.-Ing Ivo Boblan,Prof,include,T1,"Professor (Elektrotechnik, Aktoren, Robotik, Bionik); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT)",,http://prof.bht-berlin.de/boblan/,https://www.bht-berlin.de/people/detail/1720,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1720 (page lists only the professorship and any teaching/committee functions). Other stated functions: Vertreter der Professoren und Professorinnen, Kommission für Forschung und Förderung des wissenschaftlichen Nachwuchses. Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Elektrotechnik, Aktoren, Robotik, Bionik (https://www.bht-berlin.de/100)."
de-bht,de,Annette Bobrik,Prof. Dr.-Ing. Annette Bobrik,Prof,include,T1,Professorin (Wirtschaftsinformatik / BWL); Fachbereich I – Wirtschafts- und Gesellschaftswissenschaften; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2506,"RESEARCH GROUP/LAB: Laborleiterin, Betriebswirtschaftliche EDV-Anwendungen (stated on https://www.bht-berlin.de/people/detail/2506) Other stated functions: Studienfachberaterin, Berufs- und Technikpädagogik (M.A.) (Master). Denomination (Lehrgebiet) on the Fachbereich I Personen list: Wirtschaftsinformatik / BWL (https://www.bht-berlin.de/30). Lab page(s): https://www.bht-berlin.de/labor/detail/edv."
de-bht,de,Christopher Bode,Prof. Dr.-Ing. Christopher Bode,Prof,include,T1,"Professor (Getriebe- und Fördertechnik); Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik; Berliner Hochschule für Technik (BHT)",,http://prof.bht-berlin.de/bode/,https://www.bht-berlin.de/people/detail/236,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/236 (page lists only the professorship and any teaching/committee functions). Other stated functions: Vertreter der Professoren und Professorinnen, Fachbereichsrat VIII. Denomination (Lehrgebiet) on the Fachbereich VIII Personen list: Getriebe- und Fördertechnik (https://www.bht-berlin.de/101)."
de-bht,de,Simon Boecker,Prof. Dr. Simon Boecker,Prof,include,T1,Professor (Bioverfahrenstechnik); Fachbereich V – Life Sciences and Technology; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2328,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2328 (page lists only the professorship and any teaching/committee functions). Other stated functions: Vertreter der Professoren und Professorinnen, Kommission für Entwicklungsplanung. Denomination (Lehrgebiet) on the Fachbereich V Personen list: Bioverfahrenstechnik (https://www.bht-berlin.de/98)."
de-bht,de,Roland Borgwardt,Prof. Dipl.-Ing. Roland Borgwardt,Prof,include,T1,Professor (Integrale Gebäudeplanung); Fachbereich IV – Architektur und Gebäudetechnik; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/borgwardt/,https://www.bht-berlin.de/people/detail/1940,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1940 (page lists only the professorship and any teaching/committee functions). Other stated functions: Vertreter der Professoren und Professorinnen, Fachbereichsrat IV. Denomination (Lehrgebiet) on the Fachbereich IV Personen list: Integrale Gebäudeplanung (https://www.bht-berlin.de/97)."
de-bht,de,Holger Borowiak,Prof. Dr.-Ing. Holger Borowiak,Prof,include,T1,Professor (Elektrische Energieversorgung); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,http://prof.bht-berlin.de/borowiak/,https://www.bht-berlin.de/people/detail/1187,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1187 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Elektrische Energieversorgung (https://www.bht-berlin.de/100)."
de-bht,de,Michael Breuer,Prof. Dipl.-Ing. Michael Breuer,Prof,include,T1,Professor (Photogrammetrie und Fernerkundung); Fachbereich III – Bauingenieur- und Geoinformationswesen; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/breuer/,https://www.bht-berlin.de/people/detail/832,"RESEARCH GROUP/LAB: Laborleiter, Photogrammetrie (stated on https://www.bht-berlin.de/people/detail/832) Other stated functions: Studienfachberater, Geoinformation und Umwelt (Bachelor). Denomination (Lehrgebiet) on the Fachbereich III Personen list: Photogrammetrie und Fernerkundung (https://www.bht-berlin.de/87). Lab page(s): https://www.bht-berlin.de/labor/detail/phg."
de-bht,de,Heiner Brockmann,Prof. Dr. rer. pol. Heiner Brockmann,Prof,include,T1,Professor (Allgemeine Volkswirtschaftslehre mit Schwerpunkt internationale Wirtschaftsbeziehungen); Fachbereich I – Wirtschafts- und Gesellschaftswissenschaften; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/brockmann/,https://www.bht-berlin.de/people/detail/248,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/248 (page lists only the professorship and any teaching/committee functions). Other stated functions: Auslandskoordinator, Fachbereich I – Wirtschafts- und Gesellschaftswissenschaften | BAföG-Beauftragter, Betriebswirtschaftslehre – Digitale Wirtschaft (Bachelor) | BAföG-Beauftragter, Betriebswirtschaftslehre (Dual) (Bachelor) | BAföG-Beauftragter, Management und Consulting (Master) | BAföG-Beauftragter, Wirtschaftsingenieurwesen/Bau (Bachelor) | BAföG-Beauftragter, Wirtschaftsingenieurwesen/Bautechnik und -management (Master) | BAföG-Beauftragter, Wirtschaftsingenieurwesen/Maschinenbau (Bachelor) | BAföG-Beauftragter, Wirtschaftsingenieurwesen/Maschinenbau (Master) | BAföG-Beauftragter, Wirtschaftsingenieurwesen/Projektmanagement (Master). Denomination (Lehrgebiet) on the Fachbereich I Personen list: Allgemeine Volkswirtschaftslehre mit Schwerpunkt internationale Wirtschaftsbeziehungen (https://www.bht-berlin.de/30)."
de-bht,de,Eva Maria Brüning,Prof. Dr. Eva Maria Brüning,Prof,include,T1,Professorin; Fachbereich II – Mathematik – Physik – Chemie; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1957,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1957 (page lists only the professorship and any teaching/committee functions). Other stated functions: Nebenberufliche Frauen- und Gleichstellungsbeauftragte, Fachbereich II – Mathematik – Physik – Chemie."
de-bht,de,Ilona Buchem,Prof. Dr. Ilona Buchem,Prof,include,T1,Professorin (Kommunikations- u. Medienwissenschaft); Fachbereich I – Wirtschafts- und Gesellschaftswissenschaften; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/buchem,https://www.bht-berlin.de/people/detail/1285,"RESEARCH GROUP/LAB: Laborleiterin, Kommunikation (stated on https://www.bht-berlin.de/people/detail/1285) Other stated functions: Digitalisierungsbeauftragte, Fachbereich I – Wirtschafts- und Gesellschaftswissenschaften. Denomination (Lehrgebiet) on the Fachbereich I Personen list: Kommunikations- u. Medienwissenschaft (https://www.bht-berlin.de/30). Lab page(s): https://www.bht-berlin.de/labor/detail/kom."
de-bht,de,Markus Buchgeister,Prof. Dr. rer. nat. Markus Buchgeister,Prof,include,T1,Professor (Medizinische Strahlungsphysik); Fachbereich II – Mathematik – Physik – Chemie; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1132,"RESEARCH GROUP/LAB: Stellv. Laborleiter, Medizinische Strahlungsphysik und Bildgebung (stated on https://www.bht-berlin.de/people/detail/1132) Denomination (Lehrgebiet) on the Fachbereich II Personen list: Medizinische Strahlungsphysik (https://www.bht-berlin.de/86). Lab page(s): https://www.bht-berlin.de/labor/detail/msb."
de-bht,de,Monika Buchholz,Prof. Dr. Monika Buchholz,Prof,include,T1,Professorin (Organische Chemie); Fachbereich II – Mathematik – Physik – Chemie; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/buchholz/,https://www.bht-berlin.de/people/detail/2305,"RESEARCH GROUP/LAB: Stellv. Laborleiterin, Organische Chemie (stated on https://www.bht-berlin.de/people/detail/2305) Other stated functions: Studienfachberaterin, Pharma- und Chemietechnik (Bachelor) | Studienfachberaterin, Pharma- und Chemietechnik (Master). Denomination (Lehrgebiet) on the Fachbereich II Personen list: Organische Chemie (https://www.bht-berlin.de/86). Lab page(s): https://www.bht-berlin.de/labor/detail/oc."
de-bht,de,Claus Bull,Prof. Dr. Claus Bull,Prof,include,T1,Professor (Gärtnerische Pflanzenproduktion und -vermarktung); Fachbereich V – Life Sciences and Technology; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1080,"RESEARCH GROUP/LAB: Laborleiter, Gewächshaus (stated on https://www.bht-berlin.de/people/detail/1080) Denomination (Lehrgebiet) on the Fachbereich V Personen list: Gärtnerische Pflanzenproduktion und -vermarktung (https://www.bht-berlin.de/98). Lab page(s): https://www.bht-berlin.de/labor/detail/gwh."
de-bht,de,Bernd Bungert,Prof. Dr.-Ing. Bernd Bungert,Prof,include,T1,"Professor (Mechanische Verfahrenstechnik und Apparatebau); Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik; Berliner Hochschule für Technik (BHT)",,https://prof.bht-berlin.de/bungert/,https://www.bht-berlin.de/people/detail/1001,"RESEARCH GROUP/LAB: Laborleiter, Mechanische Verfahrenstechnik (stated on https://www.bht-berlin.de/people/detail/1001) Other stated functions: Studienfachberater, Wirtschaftsingenieur/in Umwelt und Nachhaltigkeit (Bachelor). Denomination (Lehrgebiet) on the Fachbereich VIII Personen list: Mechanische Verfahrenstechnik und Apparatebau (https://www.bht-berlin.de/101). Lab page(s): https://www.bht-berlin.de/labor/detail/mevt."
de-bht,de,Christian Butz,Prof. Dr.-Ing. habil. Christian Butz,Prof,include,T1,Professor (BWL/Logistik); Fachbereich I – Wirtschafts- und Gesellschaftswissenschaften; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/butz/,https://www.bht-berlin.de/people/detail/1154,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1154 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich I Personen list: BWL/Logistik (https://www.bht-berlin.de/30)."
de-bht,de,Marco Chiadò Caponet,Prof. Dr. Marco Chiadò Caponet,Prof,include,T1,Professor ( Leistungselektronik); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/chiadocaponet/,https://www.bht-berlin.de/people/detail/2123,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2123 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Leistungselektronik (https://www.bht-berlin.de/100)."
de-bht,de,Jan-Hendrik Carstens,Prof. Dr. Jan-Hendrik Carstens,Prof,include,T1,Prodekan; Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/carstens/,https://www.bht-berlin.de/people/detail/2262,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2262 (page lists only the professorship and any teaching/committee functions). Other stated functions: Professor (Grundlagen der Elektrotechnik), Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie | Vertreter der Professoren und Professorinnen, Fachbereichsrat VII. Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Grundlagen der Elektrotechnik (https://www.bht-berlin.de/100)."
de-bht,de,Uwe Dathe,Prof. Dr. jur. Uwe Dathe,Prof,include,T1,Professor (Deutsches und internationales Wirtschaftsrecht einschließlich Arbeitsrecht); Fachbereich I – Wirtschafts- und Gesellschaftswissenschaften; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1718,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1718 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich I Personen list: Deutsches und internationales Wirtschaftsrecht einschließlich Arbeitsrecht (https://www.bht-berlin.de/30)."
de-bht,de,Michael Dattner,Prof. Dr.-Ing. Michael Dattner,Prof,include,T1,Professor (IT-gestützte Druckproduktion); Fachbereich VI – Informatik und Medien; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/dattner/,https://www.bht-berlin.de/people/detail/2086,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2086 (page lists only the professorship and any teaching/committee functions). Other stated functions: Vorsitzender, Prüfungsausschuss Druck- und Medientechnik. Denomination (Lehrgebiet) on the Fachbereich VI Personen list: IT-gestützte Druckproduktion (https://www.bht-berlin.de/99)."
de-bht,de,Andreas Deckmann,Prof. Dr. rer. pol. Andreas Deckmann,Prof,include,T1,Professor (Betriebswirtschaftslehre / Unternehmensführung); Fachbereich I – Wirtschafts- und Gesellschaftswissenschaften; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/deckmann,https://www.bht-berlin.de/people/detail/276,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/276 (page lists only the professorship and any teaching/committee functions). Other stated functions: Studienfachberater, Betriebswirtschaftslehre (Dual) (Bachelor) | Vertreter der Professoren und Professorinnen, Fachbereichsrat I. Denomination (Lehrgebiet) on the Fachbereich I Personen list: Betriebswirtschaftslehre / Unternehmensführung (https://www.bht-berlin.de/30)."
de-bht,de,Andrea Denker,Prof. Dr. Andrea Denker,Prof,include,T1,Professorin; Fachbereich II – Mathematik – Physik – Chemie; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/denker/,https://www.bht-berlin.de/people/detail/1905,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1905 (page lists only the professorship and any teaching/committee functions)."
de-bht,de,Volker Dick,Prof. Volker Dick,Prof,include,T1,Professor (Konstruktiver Ingenieurbau mit Schwerpunkt Stahl- und Verbundbau); Fachbereich III – Bauingenieur- und Geoinformationswesen; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2318,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2318 (page lists only the professorship and any teaching/committee functions). Other stated functions: Auslandskoordinator, Fachbereich III – Bauingenieur- und Geoinformationswesen für die Studiengänge des Bauingenieurwesens. Denomination (Lehrgebiet) on the Fachbereich III Personen list: Konstruktiver Ingenieurbau mit Schwerpunkt Stahl- und Verbundbau (https://www.bht-berlin.de/87)."
de-bht,de,David Dietrich,Prof. Dr.-Ing. David Dietrich,Prof,include,T1,Professor (Kommunikationsnetze); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/dietrich,https://www.bht-berlin.de/people/detail/2092,"RESEARCH GROUP/LAB: Laborleiter, Telekommunikationstechnik (stated on https://www.bht-berlin.de/people/detail/2092) Other stated functions: Digitalisierungsbeauftragter, Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie | Beauftragter für die Anerkennung von Studienleistungen, Elektrotechnik (Bachelor) | Beauftragter für die Praxisphase, Elektrotechnik (Bachelor). Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Kommunikationsnetze (https://www.bht-berlin.de/100). Lab page(s): https://www.bht-berlin.de/labor/detail/tkt."
de-bht,de,Holger Dietze,Prof. Dr. Holger Dietze,Prof,include,T1,Professor (Physiologische Optik / Optometrie); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/dietze/,https://www.bht-berlin.de/people/detail/283,"RESEARCH GROUP/LAB: Laborleiter, Optometrie (stated on https://www.bht-berlin.de/people/detail/283) Other stated functions: Studienfachberater, Augenoptik/Optometrie (Bachelor). Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Physiologische Optik / Optometrie (https://www.bht-berlin.de/100). Lab page(s): https://www.bht-berlin.de/labor/detail/optm."
de-bht,de,Lutz Dittmann,Prof. Dr.-Ing. Lutz Dittmann,Prof,include,T1,Professor (Energie- und Umwelttechnik); Fachbereich IV – Architektur und Gebäudetechnik; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1472,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1472 (page lists only the professorship and any teaching/committee functions). Other stated functions: Vertreter der Professoren und Professorinnen, Fachbereichsrat IV. Denomination (Lehrgebiet) on the Fachbereich IV Personen list: Energie- und Umwelttechnik (https://www.bht-berlin.de/97)."
de-bht,de,Immelyn Domnick,Prof. Dr. rer. nat. Immelyn Domnick,Prof,include,T1,"Professorin (Geoinformation, Kartographie und Geographie); Fachbereich III – Bauingenieur- und Geoinformationswesen Schriftleitung für die Schriftenreihe Forum GeoBau; Berliner Hochschule für Technik (BHT)",,,https://www.bht-berlin.de/people/detail/289,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/289 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich III Personen list: Geoinformation, Kartographie und Geographie (https://www.bht-berlin.de/87)."
de-bht,de,Timothy Downie,Prof. Dr. Timothy Downie,Prof,include,T1,Professor (Angewandte Statistik); Fachbereich II – Mathematik – Physik – Chemie; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1463,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1463 (page lists only the professorship and any teaching/committee functions). Other stated functions: Auslandskoordinator (Mathematik), Fachbereich II – Mathematik – Physik – Chemie. Denomination (Lehrgebiet) on the Fachbereich II Personen list: Angewandte Statistik (https://www.bht-berlin.de/86)."
de-bht,de,Stefan Dreher,Prof. Dr.-Ing. Stefan Dreher,Prof,include,T1,"Professor (Industrial Engineering); Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik; Berliner Hochschule für Technik (BHT)",,,https://www.bht-berlin.de/people/detail/1498,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1498 (page lists only the professorship and any teaching/committee functions). Other stated functions: Vertreter der Professoren und Professorinnen, Fachbereichsrat VIII. Denomination (Lehrgebiet) on the Fachbereich VIII Personen list: Industrial Engineering (https://www.bht-berlin.de/101)."
de-bht,de,Sandra Dressler,Prof. Dr. Sandra Dressler,Prof,include,T1,Professorin (Betriebswirtschaftslehre ); Fachbereich I – Wirtschafts- und Gesellschaftswissenschaften; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1840,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1840 (page lists only the professorship and any teaching/committee functions). Other stated functions: Studienfachberaterin, Wirtschaftsingenieurwesen/Maschinenbau (Bachelor) | Studienfachberaterin, Wirtschaftsingenieurwesen/Maschinenbau (Master). Denomination (Lehrgebiet) on the Fachbereich I Personen list: Betriebswirtschaftslehre (https://www.bht-berlin.de/30)."
de-bht,de,Rüdiger Ebel,Prof. Dipl.-Ing. Rüdiger Ebel,Prof,include,T1,Professor (Entwurf und Städtebau); Fachbereich IV – Architektur und Gebäudetechnik; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1899,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1899 (page lists only the professorship and any teaching/committee functions). Other stated functions: Beauftragter für die Anerkennung von Studienleistungen, Architektur (Bachelor) Inland. Denomination (Lehrgebiet) on the Fachbereich IV Personen list: Entwurf und Städtebau (https://www.bht-berlin.de/97)."
de-bht,de,Ingo Ebner,Prof. Dr. rer. nat. Ingo Ebner,Prof,include,T1,Professor (Lebensmittelchemie); Fachbereich V – Life Sciences and Technology; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2388,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2388 (page lists only the professorship and any teaching/committee functions). Other stated functions: Vertreter der Professoren und Professorinnen, Fachbereichsrat V. Denomination (Lehrgebiet) on the Fachbereich V Personen list: Lebensmittelchemie (https://www.bht-berlin.de/98)."
